ID	Kanton (Canton)	Anstalt (institution)	Ort (city)	Anstaltszweck (Quelle)	Anstaltstypen: Arbeitsanstalt = 1; Arbeiterkolonie = 2; Erziehungsanstalt = 3; Trinkerheilanstalt = 4; Strafanstalt = 5; Psychiatrische Einrichtung = 6; Armenhaus = 7; Sonderanstalt = 8	Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8	Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8	Spezifikation Inhaber (Quelle) (specifications of the agencies according to source)	Trägerschaft (agencies, funding bodies)	Platzzahl (Quelle) (capacities according to source)	Platz (capacities)	Plätze Männer (Quelle) (capacities for the male gender according to source)	Plätze Frauen (Quelle) (capacities for the female gender according to the source)	Bemerkungen Plätze (Quelle) (remarks concerning capacities according to source)	Geschlecht (gender ratio): m (male) = 1; w (female) = 2; gemischt (both gender) = 3; unbestimmt (not specified) = 4	Beschäftigung (types of forced labour)	Aufenthaltsbedingungen (Quelle) (terms of detention e.g. duration of stay/juridic coverage according to source)	Einweisende Behörden: 1 = Gerichte, 2 = Untersuchungsrichter, 3 = Staatsanwaltschaft, 4 = Jugendanwaltschaft, 5 = Regierungsrat, 6 = Administrativbehörde, 7 = Justizbehörde/Strafvollzugsbehörde, 8 = Polizeibehörde/Verhöramt, 9 = Armenbehörde/Fürsorgebehörde, 10 = Vormundschaftsbehörde, 11 = Bezirksämter/Statthalteramt, 12 = Amtsvormundschaft, 13 = Jugendämter, 14 = Private/Vereine/Kirchen- und Schulbehörden	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Konfession (denomination according to source)	Konfession (denomination): prot. (Protestants) = 1; kath. (Catholics) = 2; ik. (interdenominational) = 3; unbestimmt (not specified) = 4	Seelsorge (Quelle) (pastoral care according to source)	Gottesdienste (church services according to source)
TG07	Thurgau	Erziehungsheim Bernrain	Kreuzlingen	Schulung und Erziehung schwieriger Knaben. Vom kanton benütztes Heim für die Verwahrung und Versorgung von Jugendlichen nach Art. 84, 90/91 StGB.	3			Inhaber: Gesellschaft Erziehungsheim Bernrein AG, Kreuzlingen	2	35	2	35		Knaben und männliche Jugendliche	1	Landwirtschaft, Garten, Haushalt	Nach Verfügung, minimal 2 Jahre, maximal 10 Jahre	4	9	10	12			Jugendanwaltscahften	Amtsvormundschaften	Armenpflegschaften	Waisenbehörden							interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: Besuch des Gemeindegottesdienstes im Ort, kath.: Besuch des Gemeindegottesdienstes im Ort
TG08	Thurgau	Töchterheim Sonnhalde	Frauenfeld	Nacherziehung milieugeschädigter Mädchen und weiblicher Jugendlicher, als Übergangsheim vom geschlossenen Heim in die Freiheit	3			Schweizerischer Evangelischer Verband Frauenhilfe, Sektion Frauenfeld	2	16	1		16	Töchter	1	Küche und Haushalt, Garten, Bügeln, Nähen, während mindestens 3 Monaten der Internzeit, nachher Arbeit in allen Berufszweigen, Fabrik, je nach Wunsch und Fähigkeit extern des Heims	Verpflichtung für Aufenthalt von 2 Jahren, Mindestalter: 15 Jahre, Höchstalter: 20 Jahre	9	10	13				Jugendämter	Vormundschaftsbehörden	Fürsorgeanstalten								protestantisch (vereinzelt katholisch)	1	Prot.: Pfarrer von Frauenfeld, kath.: Pfarrer von Frauenfeld	Prot.: jeden Sonntag obligatorischer Besuch des Gottesdienstes in Frauenfeld, kath.: jeden Sonntag obligatorischer Besuch des Gottesdienstes in Frauenfeld
TG09	Thurgau	Bezirksgefängnis Arbon	Romanshorn	Untersuchungshaft für korrektionelle Strafuntersuchungen, Vollzug von Haftstrafen	5				1	11	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Nach Haftbefehl, nach Vollzugsverfügung	7	11					Bezirksamt als Untersuchungsbehörde	Bezirksamt als Strafvollzugsbehörde									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
TG10	Thurgau	Bezirksgefängnis Bischofszell	Bischofszell	Untersuchungshaft für korrektionelle Strafuntersuchungen, Vollzug von Haftstrafen	5				1	5	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Nach Haftbefehl, nach Vollzugsverfügung	7	11					Bezirksamt als Untersuchungsbehörde	Bezirksamt als Strafvollzugsbehörde									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
TG11	Thurgau	Bezirksgefängnis Diessenhofen	Diessenhofen	Untersuchungshaft für korrektionelle Strafuntersuchungen, Vollzug von Haftstrafen	5				1	4	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Nach Haftbefehl, nach Vollzugsverfügung	7	11					Bezirksamt als Untersuchungsbehörde	Bezirksamt als Strafvollzugsbehörde									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
TG12	Thurgau	Bezirksgefängnis Frauenfeld	Frauenfeld	Untersuchungshaft für korrektionelle Strafuntersuchungen, Vollzug von Haftstrafen	5				1	10	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Nach Haftbefehl, nach Vollzugsverfügung	7	11					Bezirksamt als Untersuchungsbehörde	Bezirksamt als Strafvollzugsbehörde									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
TG13	Thurgau	Bezirksgefängnis Kreuzlingen	Kreuzlingen	Untersuchungshaft für korrektionelle Strafuntersuchungen, Vollzug von Haftstrafen	5				1	14	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Nach Haftbefehl, nach Vollzugsverfügung	7	11					Bezirksamt als Untersuchungsbehörde	Bezirksamt als Strafvollzugsbehörde									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
TG14	Thurgau	Bezirksgefängnis Münchwilen	Münchwilen	Untersuchungshaft für korrektionelle Strafuntersuchungen, Vollzug von Haftstrafen	5				1	6	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Nach Haftbefehl, nach Vollzugsverfügung	7	11					Bezirksamt als Untersuchungsbehörde	Bezirksamt als Strafvollzugsbehörde									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
TG15	Thurgau	Bezirksgefängnis Steckborn	Steckborn	Untersuchungshaft für korrektionelle Strafuntersuchungen, Vollzug von Haftstrafen	5				1	10	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Nach Haftbefehl, nach Vollzugsverfügung	7	11					Bezirksamt als Untersuchungsbehörde	Bezirksamt als Strafvollzugsbehörde									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
TG16	Thurgau	Bezirksgefängnis Weinfelden	Weinfelden	Untersuchungshaft für korrektionelle Strafuntersuchungen, Vollzug von Haftstrafen	5				1	10	1			Männer und Frauen	3	Keine Beschäftigungsmöglichkeit	Nach Haftbefehl, nach Vollzugsverfügung	7	11					Bezirksamt als Untersuchungsbehörde	Bezirksamt als Strafvollzugsbehörde									interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: keine Gottesdienstmöglichkeit, kath.: keine Gottesdienstmöglichkeit
TI03	Tessin	Penitenziario di Stato del Cantone Ticino	Lugano	Detenzione preventiva, essecuzione delle pene di: arresto, detenzione, reclusione internamento art. 42 CPS, pene militari e doganali	5				1	75	3	65	10		3	Laboratorio legatoria, falegnameria, plastica, bachelite, levanderia, giardinaggio	Durata dell'inchiesta, motivazione della sentenza pronunciata	3	7	8				Procura Pubblica	Istruzione giudiziaria	Dipartimento di giustizia cantonale in qualità di autorità di esecuzione								interkonfessionell	3	Prot.: Parrocchia protestante di Lugano, kath.: Cappellano addetto al Penitenziario	Prot.: ogni 15 giorini, kath.: ogni domenica
TI04	Tessin	Carcere Pretoriale di Bellinzona	Bellinzona	Carcere preventivo, pene carcerarie di breve durata	5				1	28	2			Männer und Frauen	3	nessuna	E dipendenza della durata dell'inchiesta, secondo le disposizioni	3	7	8				Procura Pubblica	Istruzione giudiziaria	direzione Penitenziario cantonale	Polizia cantonale	Dipartimento di giustizia cantonale						interkonfessionell	3	Prot.: Parrocchia protestante locale, kath.: Parrocchia cattolica locale	Prot.: non c'è possibilità di culto, kath.: non c'è possibilità di culto
TI05	Tessin	Carcere Pretoriale di Locarno	Locarno	Untersuchungsgefängnis	5				1	18	1			Männer und Frauen	3	nessuna	E dipendenza della durata dell'inchiesta, secondo le disposizioni	3	7	8				Procura Pubblica	Istruzione giudiziaria	direzione Penitenziario cantonale	Polizia cantonale	Dipartimento di giustizia cantonale						interkonfessionell	3	Prot.: Parrocchia protestante locale, kath.: Parrocchia cattolica locale	Prot.: non c'è possibilità di culto, kath.: non c'è possibilità di culto
TI06	Tessin	Carcere Pretoriale di Lugano	Lugano	Untersuchungsgefängnis, Unterabteilung und im Gebäude des Penitenziario Cantonale Lugano	5				1	12	1			Männer und Frauen	3																			interkonfessionell	3		
TI07	Tessin	Carcere Pretoriale di Mendrisio	Mendrisio	a) Untersuchungsgefängnis; b) Vollzug kurzfristiger Haft- und Gefängnisstrafen	5				1	14	1			Männer und Frauen	3	nessuna	E dipendenza della durata dell'inchiesta, secondo le disposizioni	3	7	8				Procura Pubblica	Istruzione giudiziaria	direzione Penitenziario cantonale	Polizia cantonale	Dipartimento di giustizia cantonale						interkonfessionell	3	Prot.: Parrocchia protestante locale, kath.: Parrocchia cattolica locale	Prot.: non c'è possibilità di culto, kath.: non c'è possibilità di culto
UR01	Uri	Kantonale Strafanstalt Uri	Altdorf	Untersuchungshaft, Vollzug von Polizei- und Haftstrafen, Vollzug von Gefängnisstrafen	5				1	32	2	26	6		3	Männer: Holzrüsterei, Gemüsekultur; Frauen: Haus- und Küchenarbeit	Nach Haftbefehl, nach Vollzugsverfügung, nach Vollzugsverfügung, maximal 3 Monate	1	2	4	7	8		Staatsanwaltschaft	Untersuchungsrichter	Polizeirichter	Gerichte	Strafvollzugsbehörde						interkonfessionell	3	Prot.: Ortspfarrer, kath.: Ortspfarrer	Prot.: wöchentlich im Haus, kath.: jeden Sonn- und Feiertag im Hause
VD01	Waadt	Maison de la Suisse romande pour femmes victimes de la boisson Bethesda	Lausanne	Acceuil de femmes victimes de l'alcoolisme, maison utilité par l'autorité compétente du canton pour l'internement selon art. 44 CPS	4			Comité de Direction de la Croix-bleue	2	23	2		23		2	Travail de cartonnage-couture, fabrication de boites	Séjour de 6, 8 et 12 mois	7	8					Département de Justice et Police, Lausanne										protestantisch	1	Prot.: Pasteur de la ville en fonction accessoire	Prot.: participation au culte en ville
VD02	Waadt	Colonie pénitentiaire pour femmes La Prairie	Rolle	Emprisonnement, réclusion, internement judiciaires, internement administratif	5				1	30	2		30		2	Buanderie, repassage, couture, jardinage, cuisine, cours ménagers	Selon ordre à exécuter	6	7	8				Département de Justice et Police, Lausanne	Département de Justice et Police Genève	Autorités compétentes d'exécution des peines	Autorités administratives							interkonfessionell	3	Prot.: Aumônière protestante en fonction accessoire, kath.: Curé de paroisse en fonction accessoire	Prot: chaque semaine, kath.: deux messes par mois
VD03	Waadt	Maison d'Education de Vennes	Lausanne	Observation, rééducation de mineurs masculins, établissement de semi-liberté	3				1	72	3	72		adolescents masculins	1	Mécanique, menuiserie, tailleur, horticulture, floriculture, campagne, tous les métiers avec apprentissage en ville	Au minimum 3 mois, pour adolescents de 16 à 21 ans	12	13					Chambre des Mineus	Service de l'enfance	Tuteur Général								interkonfessionell	3	Prot.: 2 Aumôniers externes, kath.: Curé de Lausanne	Prot.: Paroisse de Vennes, Paroisse de Lausanne
VD04	Waadt	Etablissements de la Plaine de l'Orbe	Orbe	Pénitencier de Bochuz: exécution de peines d'emprisonnement, exécution de peines de réclusion, internements judiciaires. Maison des Prés-Neufs: internement d'alcooliques, art. 44 CPS, internement de délinquants à responsabilité restreinte, art. 14/15 CPS, internements administratifs. Colonie: exécution de peines d'emprisonnement, internement judiciaire	4	5			1	375	6	375		Pénitencier de Bochuz: 180 hommes; Maison des Prés-Neufs: 85 hommes; colonie: 110 hommes	1	Pénitencier de Bochuz: ateliers artisanaux: menuiserie, mancherie, tissage, sellerie, cordonnerie, cartonnage, imprimerie, reliure. Maison des Prés-Neufs: agriculture: bétail, grandes cultures, cultures maraîchères, cultures fruitières, ateliers de vannerie. Colonie: agriculture: bétail, grandes cultures, cultures maraîchères, cultures fruitières, forge et ateliers de réparations mécaniques pour véhicules à moteur et machines agricoles	Indéterminée, selon ordre à exécuter. Colonie: pour emprisonnement: max. 3 ans; pour internement judiciaire: max. 5 ans	7	8	10				Département de Justice et Police Lausanne	Département de Justice et Police Genève	Autorités tutélaires								interkonfessionell	3	Prot.: Aumônier attaché, kath.: Curé de paroisse	Prot.: tous les dimanches, kath.: tous les dimanches et fêtes réligieuses
VD07	Waadt	Institut Romand d'Education	Serix	Rééducation de garçons caractériels, normalement intelligente	3			Fondation. Oeuvre d'utilité publique. Responsabilité: Conseil général et Comité Exécutif	3	44	2	44		garçons	1	Formation scolaire primaire d'après le programme officiel des écoles vaudoises; préapprentissage en atélier: Travaux sur bois et sur métal	Durée minimum de séjour: 2 ans; Limite d'âge: minimum 8 ans, maximum 16 ans	4	10	13				Service de l'Enfance	Chambre pénale des Mineurs	Tuteur Général	Service social de la Jeunesse du canton de Vaud	Service social de la Jeunesse du canton du Valais	Service social de la Jeunesse du canton de Genève	Service social de la Jeunesse du canton de Fribourg	Service social de la Jeunesse du canton de Neuchâtel			interkonfessionell	3	Prot.: Aumônier en fonction acessoire, kath.: Curé en fonction accessoire	Prot.: participation au culte de paroisse, kath.: participation au culte de paroisse
VD08	Waadt	Institut d'orientation et de formation professionelle pour jeunes filles Les Mayoresses	Lausanne	Observation, éducation, orientation, formation professionelle	3			Comité des Mayoresses, Lausanne	2	15	1		15	jeunes filles	2	Couture, coiffure, cuisine, ménage, travaux manuels divers, travail de rhythme	Minimum 3 mois pour observation, minimum 2 ans pour éducation et formation, limite d'âge: minimum 14, maximum 18 ans	4	9	10	13			Chambre pénale des mineurs	Service de l'enfance	Tuteur Général	Services sociaux							interkonfessionell	3	Prot.: Aumônier en fonction acessoire, kath.: Curé en fonction accessoire	Prot.: participation au culte de paroisse en ville, kath.: participation au culte de paroisse en ville
VD12	Waadt	Prison de District Aigle	Aigle	Détention préventive, exécution d'arrêts, exécution de peines d'emprisonnement	5				1	24	2			Männer und Frauen	3	Pas de possibilités d'occupation	Sans limitation de durée, selon ordre d'exécution	1	2	3	7	8		Organes d'instruction	Juge informateur	Ministère public	Autorités d'exécution des peines	Président du Tribunal						interkonfessionell	3	Prot.: pasteur en fonction accessoire, kath.: curé en fonction accessoire sur demande	Prot.: pas de cultes, kath.: pas de cultes
VD13	Waadt	Prison de districts de Rolle et Aubonne	Aubonne	Détention préventive, exécution d'arrêts, exécution de peines d'emprisonnement	5				1	13	1			Männer und Frauen	3	Pas de possibilités d'occupation	Sans limitation de durée, selon ordre d'exécution	1	2	3	7	8		Organes d'instruction	Juge informateur	Ministère public	Autorités d'exécution des peines	Président du Tribunal						interkonfessionell	3	Prot.: pasteur en fonction accessoire, kath.: curé en fonction accessoire sur demande	Prot.: pas de cultes, kath.: pas de cultes
VD14	Waadt	Prison de District Avenches	Avenches	a) Untersuchungsgefängnis; b) Vollzug von Haft- und Gefängnisstrafen bis zu 2 Monaten	5				1	12	1			Männer und Frauen	3	Pas de possibilités d'occupation	Sans limitation de durée, selon ordre d'exécution	1	2	3	7	8		Organes d'instruction	Juge informateur	Ministère public	Autorités d'exécution des peines	Président du Tribunal						interkonfessionell	3	Prot.: pasteur en fonction accessoire, kath.: curé en fonction accessoire sur demande	Prot.: pas de cultes, kath.: pas de cultes
VD15	Waadt	Prison de District Château d'Oex	Château d'Oex	Détention préventive, exécution d'arrêts, exécution de peines d'emprisonnement	5				1	2	1			Männer und Frauen	3	Pas de possibilités d'occupation	Sans limitation de durée, selon ordre d'exécution	1	2	3	7	8		Organes d'instruction	Juge informateur	Ministère public	Autorités d'exécution des peines	Président du Tribunal						interkonfessionell	3	Prot.: pasteur en fonction accessoire, kath.: curé en fonction accessoire sur demande	Prot.: pas de cultes, kath.: pas de cultes
VD16	Waadt	Prison de District Cossonay	Cossonay	Détention préventive, exécution d'arrêts, exécution de peines d'emprisonnement	5				1	11	1			Männer und Frauen	3	Pas de possibilités d'occupation	Sans limitation de durée, selon ordre d'exécution	1	2	3	7	8		Organes d'instruction	Juge informateur	Ministère public	Autorités d'exécution des peines	Président du Tribunal						interkonfessionell	3	Prot.: pasteur en fonction accessoire, kath.: curé en fonction accessoire sur demande	Prot.: pas de cultes, kath.: pas de cultes
VD17	Waadt	Prison de District Echallens	Echallens	Détention préventive, exécution d'arrêts, exécution de peines d'emprisonnement	5				1	5	1			Männer und Frauen	3	Pas de possibilités d'occupation	Sans limitation de durée, selon ordre d'exécution	1	2	3	7	8		Organes d'instruction	Juge informateur	Ministère public	Autorités d'exécution des peines	Président du Tribunal						interkonfessionell	3	Prot.: pasteur en fonction accessoire, kath.: curé en fonction accessoire sur demande	Prot.: pas de cultes, kath.: pas de cultes
VD18	Waadt	Prison de District Lausanne Bois-Mermet	Lausanne	Détention préventive, exécution de peine d'emprisonnement et d'arrêts	5				1	79	3			Männer und Frauen	3	néant	Pas de limitation de durée, arrêts jusqu'à 3 mois, emprisonnement jusqu'à 1 mois	2	3	7	8			Organes d'instruction	Juge informateur	Ministère public	Autorités d'exécution des peines							interkonfessionell	3	Prot.: pasteuer en fonction accessoire, kath.: curé en fonction accessoire	Prot.: pas de cultes, kath.: pas de cultes
VD19	Waadt	Prison de District Lausanne Salles d'Arrêts	Lausanne	Détention préventive pour mineurs, arrêts disciplinaires et de la police, détention pour adolescents détention à disposition des autorités administratives	5				1	28	2			Männer und Frauen	3	Les mineurs peuvent être ocupés à des travaux divers, sous la surveillance d'un éducateur	Pas de limitation de durée, max. 10 jours, max. 5 jours, durée de la procédure, limitée à quelques jours	6	7	11	13			Chambre des Mineurs	Commandant d'arrondissement	Autorités d'exécution des peines	Autorités administratives							interkonfessionell	3	Prot.: pasteur en fonction accessoire, kath.: curé en fonction accessoire	Prot.: pas de cultes, kath.: pas de cultes
VD20	Waadt	Prison de District La Vallée	Le Sentier	Détention préventive, exécution d'arrêts, exécution de peines d'emprisonnement	5				1	6	1			einige Zellen, Männer und Frauen	3	Pas de possibilités d'occupation	Sans limitation de durée, selon ordre d'exécution	1	2	3	7	8		Organes d'instruction	Juge informateur	Ministère public	Autorités d'exécution des peines	Organes d'instructionPrésident du Tribunal						interkonfessionell	3	Prot.: pasteur en fonction accessoire, kath.: curé en fonction accessoire	Prot.: pas de cultes, kath.: pas de cultes
VD21	Waadt	Prison de District Morges	Morges	Détention préventive, exécution d'arrêts, exécution de peines d'emprisonnement	5				1	22	2			Männer und Frauen	3	Pas de possibilités d'occupation	Sans limitation de durée, selon ordre d'exécution	1	2	3	7	8		Organes d'instruction	Juge informateur	Ministère public	Autorités d'exécution des peines	Organes d'instructionPrésident du Tribunal						interkonfessionell	3	Prot.: pasteur en fonction accessoire, kath.: curé en fonction accessoire	Prot.: pas de cultes, kath.: pas de cultes
VD22	Waadt	Prison de District Moudon	Moudon	Détention préventive, exécution d'arrêts, exécution de peines d'emprisonnement	5				1	17	1			Männer und Frauen	3	Pas de possibilités d'occupation	Sans limitation de durée, selon ordre d'exécution	1	2	3	7	8		Organes d'instruction	Juge informateur	Ministère public	Autorités d'exécution des peines	Organes d'instructionPrésident du Tribunal						interkonfessionell	3	Prot.: pasteur en fonction accessoire, kath.: curé en fonction accessoire	Prot.: pas de cultes, kath.: pas de cultes
VD23	Waadt	Prison de District Nyon	Nyon	Détention préventive, exécution d'arrêts, exécution de peines d'emprisonnement	5				1	12	1			Männer und Frauen	3	Pas de possibilités d'occupation	Sans limitation de durée, selon ordre d'exécution	1	2	3	7	8		Organes d'instruction	Juge informateur	Ministère public	Autorités d'exécution des peines	Organes d'instructionPrésident du Tribunal						interkonfessionell	3	Prot.: pasteur en fonction accessoire, kath.: curé en fonction accessoire	Prot.: pas de cultes, kath.: pas de cultes
VD24	Waadt	Prison du District d'Orbe	Orbe	a) Untersuchungsgefängnis; b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat	5				1	12	1			Männer und Frauen	3	Pas de possibilités d'occupation	Sans limitation de durée, selon ordre d'exécution	1	2	3	7	8		Organes d'instruction	Juge informateur	Ministère public	Autorités d'exécution des peines	Organes d'instructionPrésident du Tribunal						interkonfessionell	3	Prot.: pasteur en fonction accessoire, kath.: curé en fonction accessoire	Prot.: pas de cultes, kath.: pas de cultes
VD25	Waadt	Prison de District Ste-Croix	Ste-Croix	a) Untersuchungsgefängnis; b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat	5				1	3	1			Männer und Frauen	3	Pas de possibilités d'occupation	Sans limitation de durée, selon ordre d'exécution	1	2	3	7	8		Organes d'instruction	Juge informateur	Ministère public	Autorités d'exécution des peines	Organes d'instructionPrésident du Tribunal						interkonfessionell	3	Prot.: pasteur en fonction accessoire, kath.: curé en fonction accessoire	Prot.: pas de cultes, kath.: pas de cultes
VD26	Waadt	Prison de District Vevey	Vevey	Détention préventive, exécution d'arrêts, exécution de peines d'emprisonnement	5				1	37	2			Männer und Frauen	3	Pas de possibilités d'occupation	Sans limitation de durée, selon ordre d'exécution	1	2	3	7	8		Organes d'instruction	Juge informateur	Ministère public	Autorités d'exécution des peines	Organes d'instructionPrésident du Tribunal						interkonfessionell	3	Prot.: pasteur en fonction accessoire, kath.: curé en fonction accessoire	Prot.: pas de cultes, kath.: pas de cultes
VD27	Waadt	Prison de District Yverdon	Yverdon	Détention préventive, exécution d'arrêts, exécution de peines d'emprisonnement	5				1	24	2			Männer und Frauen	3	Pas de possibilités d'occupation	Sans limitation de durée, selon ordre d'exécution	1	2	3	7	8		Organes d'instruction	Juge informateur	Ministère public	Autorités d'exécution des peines	Organes d'instructionPrésident du Tribunal						interkonfessionell	3	Prot.: pasteur en fonction accessoire, kath.: curé en fonction accessoire	Prot.: pas de cultes, kath.: pas de cultes
VS01	Wallis	Pénitencier de Crêtelongue	Granges	Emprisonnement, réclusion, internements administratives	5				1	65	3	65			1	Agriculture, forge, menuiserie	Selon ordre à exécuter	7						Departement de Justice de Sion										interkonfessionell	3	Prot.: Pasteur de Sierre, kath.: Grand Séminaire de Sion	Prot.: Au gré du pasteuer, kath.: tous les dimanches et fêtes
VS03	Wallis	Pénitencier Cantonal Sion	Sion	Détention préventive, emprisonnement pour récidivistes, réclusion, internement judiciaire	5				1	60	3	60			1	Imprimerie, reliure, vannerie, couture, fabrications diverses	Sans limite, selon ordre à exécuter	2	7	8				Juge d'instruction	Département de Justice et de Police, Sion									interkonfessionell	3	Prot.: Pasteur de Sion, kath.: Grand Séminaire de Sion	Prot.: Au gré du pasteuer, kath.: tous les dimanches et fêtes
VS04	Wallis	Maison Blanche Sion	Sion	Trinkerheilanstalt für Männer. Vom Kanton benützte Anstalt für die Internierung von Gewohnheitstrinkern.	4			Inhaber: Association valaisanne antialcoolique, Couvent des capucins, Sion; Leitung durch eine vom Staate anerkannte Kommission	2	22	2	22			1			6	7	8	10			Département de Justice du Canton de Valais	Police cantonale	Communes du Canton de Valais	Chambres des Tutelles du Canton de Valais							interkonfessionell, Leitung durch Kapuziner und Ordensschwestern der Franziskaner	3	Kapuzinerpater im Hauptamt	Katholiken: jeden Sonntag obligatorisch im Hause, unter der Woche freiwillige Zusammenkünfte; Reformierte: jeden Sonntag Möglichkeit zum Besuch des Ortsgottesdienstes
VS06	Wallis	Prison de District Brigue	Brig	Détention préventive pour hommes, peines d'arrêts pour hommes, emprisonnement pour hommes jusqu'à 5 jours	5				1	5	1	5			1	néant	Pas de limitation de durée, selon ordre à exécuter	1	2	8				Juge d'instruction	Police cantonale	Président du Tribunal								interkonfessionell	3	Prot.: néant, kath.: néant	Prot.: néant, kath.: néant
VS07	Wallis	Prison préventive pour Femmes	Martigny	Détention préventive pour femmes, peines d'arrêts pour femmes, emprisonnement pour femmes jusqu'à 5 jours	5				1	20	2		20		2	néant	Sans limitation de durée, sans limitationd e durée, selon ordre à exécuter, max. 3 mois	1	4	7	8			Juge d'instruction	Avocat des Mineurs	Police cantonale	Président du Tribunal	Département de Justice et Police cantonal						interkonfessionell	3	Prot.: néant, kath.: néant	Prot.: néant, kath.: néant
VS08	Wallis	Prison de District Monthey	Monthey	Détention préventive pour hommes, peines d'arrêts pour hommes, emprisonnement pour hommes jusqu'à 5 jours	5				1	5	1	5			1	néant	Pas de limitation de durée, selon ordre à exécuter	1	2	8				Juge d'instruction	Police cantonale	Président du Tribunal								interkonfessionell	3	Prot.: néant, kath.: néant	Prot.: néant, kath.: néant
VS09	Wallis	Prison préventive de Sion	Sion	Untersuchungsgefängnis	5				1	10	1			Männer und Frauen	3			2	3	7				Untersuchungsrichter	Staatsanwaltschaft	Polizeiorgane								interkonfessionell	3	Kapuzinerkloster Sion und reformierter Ortspfarrer, beide im Nebenamt	Keine Gottesdienstmöglichkeit
