ID	Kanton (Canton)	Ort (city)	Anstalt (institution)	aufgeführte, alternative Bezeichnungen (alternative notations)	"Anstaltszweck (Quelle)
(purpos of the institution according to the source)"	"Anstaltstypen: Arbeitsanstalt = 1; Arbeiterkolonie = 2; Erziehungsanstalt = 3; Trinkerheilanstalt = 4; Strafanstalt = 5; Psychiatrische Einrichtung = 6; Armenhaus = 7; Sonderanstalt = 8"	"Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8"	"Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8"	"Types of institutions: forced labour institution (restricted) = 1; forced labour institution (semi-open) = 2; educational institution = 3; asylum for alcoholics = 4; prison = 5; psychiatric facility = 6; poor house = 7; institution for people with special needs = 8"	Offenheit Code	DummyOffen	DummyHalboffen	DummyGeschlossen	Spezifikation Typologie (Quelle) (categories according to source)	Trägerschaft (agencies, funding bodies)	Spezifikation Inhaber (Quelle) (specifications of the agencies according to source)	Platzzahl (Quelle) (capacities according to source)	Platz (capacities)	Plätze Männer (Quelle) (capacities for the male gender according to source)	Plätze Frauen (Quelle) (capacities for the female gender according to the source)	"Geschlecht (gender ratio): m (male) = 1; w (female) = 2; gemischt (both gender) = 3; unbestimmt (not specified) = 4"	Bemerkungen Plätze (Quelle)	DummyMänner	DummyFrauen	Aufenthaltsbedingungen (Quelle) (terms of detention e.g. duration of stay/juridic coverage according to source)	Einweisende Behörden: 1 = Gerichte, 2 = Untersuchungsrichter, 3 = Staatsanwaltschaft, 4 = Jugendanwaltschaft, 5 = Regierungsrat, 6 = Administrativbehörde, 7 = Justizbehörde/Strafvollzugsbehörde, 8 = Polizeibehörde/Verhöramt, 9 = Armenbehörde/Fürsorgebehörde, 10 = Vormundschaftsbehörde, 11 = Bezirksämter/Statthalteramt, 12 = Amtsvormundschaft, 13 = Jugendämter, 14 = Private/Vereine/Kirchen- und Schulbehörden	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	committing agencies: 1 = courts of justice, 2 = coroner, 3 = prosecutor, 4 = youth advocacy, 5 = senior civil servants, 6 = administrative agency, 7 = legal authority, 8 = police authority, 9 = social authority, 10 = guardianship authority, 11 = district authorities, 12 = legal guardians, 13 = youth welfare services, 14 = associations	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Einweisende (commiting agencies according to source)	Konfession (Quelle) (denomination according to source)	"Konfession (denomination): prot. (Protestants) = 1; kath. (Catholics) = 2; ik. (interdenominational) = 3; unbestimmt (not specified) = 4"	Seelsorge (Quelle) (pastoral care according to source)	Gottesdienste (church services according to source)
SZ06	SZ	Küssnacht am Rigi	Bezirksgefängnis Küssnacht am Rigi		"a) Untersuchungsgefängnis;
b) Vollzug von kurzen Haft- und Gefängnisstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		3	1			3		1	1	"a) nach Verfügung;
b) maximal 1 Monat"	11						Bezirksamt													Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
SZ07	SZ	Lachen	Bezirksgefängnis der March		"a) Untersuchungsgefängnis;
b) Vollzug kurzer Haft- und Gefängnisstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		7	1			3		1	1	"a) nach Verfügung;
b) maximal 1 Monat"	8						Untersuchungsbehörde													Interkonfessionell	3	Auf Wunsch katholischer und reformierter Ortspfarrer	Keine Gottesdienstmöglichkeit
TG01	TG	Hüttwilen	Arbeitserziehungsanstalt Kalchrain		"Gefängnis;
gerichtliche Verwahrung;
Arbeitserziehung;
Administrative Versorgungen"	1	3			#REF!	0	1	0	Staatliche, halboffene Anstalt	1		120	4			3	Männer und Frauen	1	1	Minimal 6 Monate	1	6	9	10	14		Gerichte	Armenpflegen	Kirchenvorstände	Vormundschaftsbehörden	Administrativbehörden									Interkonfessionell	3	Katholischer und reformierter Ortspfarrer im Nebenamt	"Im Haus, Besuch freiwillig;
Reformierte: jeden Sonntag;
Katholiken: jeden Sonntag"
TG02	TG	Herdern	Arbeiterkolonie Herdern		"Arbeitserziehungsanstalt;
Arbeiterkolonie;
Vom Kanton benutzte Anstalt für gerichtliche und administrative Einweisungen."	2				#REF!	1	0	0	Private, offene Anstalt	2	Inhaber: Verein der Arbeiterkolonie Herdern	110	4	110		1		1	0	Nach Verfügung, in der Regel 1 Jahr	7	9	10	14			Private	Armenbehörden	Vormundschaftsbehörden	Strafvollzugsbehörden										Interkonfessionell	3	"Reformierter Pfarrer aus Hüttwilen;
katholischer Ortspfarrer, beide im Nebenamt"	"Einmal monatlich in der Kolonie freiwillig für beide Konfessionen;
freiwilliger Besuch der Ortsgottesdienste"
TG03	TG	Tobel	Straf- und Verwahrungsanstalt des Kantons Thurgau		"Gefängnis;
Zuchthaus;
gerichtliche Verwahrung"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		90	3			3	Männer und Frauen	1	1	Minimal 2 Monate	1	8					Bezirksgerichte	Polizeidepartement als Strafvollzugsbehörde												Interkonfessionell	3	"Reformierter Pfarrer aus Braunau;
katholischer Ortspfarrer, beide im Nebenamt"	"Im Haus, Besuch freiwillig;
Reformierte: jeden Sonntag;
Katholiken: jeden Sonntag"
TG04	TG	Frauenfeld	Kantonalgefängnis Frauenfeld		"a) Untersuchungsgefängnis für kriminelle Strafuntersuchungen;
b) Vollzug kurzfristiger Gefängnisstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		15	1			3	Männer und Frauen	1	1	"a) nach Verfügung des Untersuchungsrichters oder Staatsanwaltes;
b) kurzfristig"	1	2	8				Untersuchungsrichteramt	Bezirksgerichte	Kantonsgericht	Polizeidepartement als Strafvollzugsbehörde										Interkonfessionell	3	Katholischer und reformierter Ortspfarrer im Nebenamt	Keine Gottesdienstmöglichkeit
TG05	TG	Sirnach	Heil- und Pflegeanstalt Littenheid		"Heil- und Pflegeanstalt;
Vom Kanton benutzte Anstalt für die Internierung von Unzurechnungsfähigen nach Art. 14/15 StGB."	6				#REF!	1	1	1	Private, geschlossene/halboffene/offene Anstalt	2	Inhaber: Hans Schwyn-Müller, Littenheid-Sirnach	550	6			3	"Männer und Frauen;
Plätze für Internierungen nach StGB nach Bedarf;
reformierte Insassen: ca. 65%, katholische Inassen: ca. 35%"	1	1	"Nach ärztlicher, resp. behördlicher Verfügung;
Anstalt geeignet für die Aufnahme schwerer Fälle wie Gemeingefährliche und Fluchtverdächtige"	7						Strafvollzugsbehörden													Interkonfessionell	3	"Methodistenprediger von Eschlikon im Hauptamt;
reformierter Pfarrer von Sirnach im Nebenamt;
katholischer Pfarrer aus Sirnach im Nebenamt"	"Im Haus, Besuch freiwillig;
Reformierte: Mittwoch, Freitag und Sonntag;
Katholiken: mindestens 1 mal pro Woche"
TG07	TG	Kreuzlingen	Erziehungsheim Bernrain		"Schulung und Erziehung schwieriger Knaben und Mädchen;
Vom Kanton benutzte Anstalt für die Verwahrung und Versorgung von Jugendlichen nach Art. 84, 90 und 91."	3				#REF!	1	0	0	Private, offene Anstalt	2	Inhaber: Gesellschaft Erziehungsheim Bernrein AG, Kreuzlingen	48	2			3	Knaben und Mädchen	1	1	"Minimal 2, maximal 10 Jahre;
Aufnahmealter minimal 8 Jahre, maximal 15 Jahre"	4	9	10				Jugendanwaltschaften	Armenpflegen	Waisenbehörden											Interkonfessionell	3	"Reformierter Ortspfarrer;
katholischer Pfarrer aus Emmishofen, beide im Nebenamt"	Obligatorischer Besuch der Ortsgottesdienste für beide Konfessionen
TG09	TG	Romanshorn	Bezirksgefängnis Arbon		"a) Untersuchungsgefängnis für korrektionelle Strafverfahren;
b) Vollzug kurzfristiger Haftstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		20	2			3	Männer und Frauen	1	1	"a) nach Verfügung des Untersuchungsrichters;
b) kurzfristig"	8	11					Polizeiorgane	Bezirksämter	Bezirksämter als Haftvollzugsbehörden											Interkonfessionell	3	"Katholischer Ortspfarrer im Nebenamt;
reformierter Pfarrer aus Arbon"	Keine
TG10	TG	Bischofszell	Bezirksgefängnis Bischofszell		"a) Untersuchungsgefängnis für korrektionelle Strafverfahren;
b) Vollzug kurzfristiger Haftstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		10	1			3	Männer und Frauen	1	1	"a) nach Verfügung des Untersuchungsrichters;
b) kurzfristig"	8	11					Polizeiorgane	Bezirksämter	Bezirksämter als Haftvollzugsbehörden											Interkonfessionell	3	"Katholischer Ortspfarrer im Nebenamt;
reformierter Pfarrer aus Bischofszell und Hauptwil"	Keine
TG11	TG	Diessenhofen	Bezirksgefängnis Diessenhofen		"a) Untersuchungsgefängnis für korrektionelle Strafverfahren;
b) Vollzug kurzfristiger Haftstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		4	1			3	Männer und Frauen	1	1	"a) nach Verfügung des Untersuchungsrichters;
b) kurzfristig"	8	11					Polizeiorgane	Bezirksämter	Bezirksämter als Haftvollzugsbehörden											Interkonfessionell	3	Katholischer und reformierter Ortspfarrer im Nebenamt	Keine
TG12	TG	Frauenfeld	Bezirksgefängnis Frauenfeld		"a) Untersuchungsgefängnis für korrektionelle Strafverfahren;
b) Vollzug kurzfristiger Haftstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		20	2			3	Männer und Frauen	1	1	"a) nach Verfügung des Untersuchungsrichters;
b) kurzfristig"	8	11					Polizeiorgane	Bezirksämter	Bezirksämter als Haftvollzugsbehörden											Interkonfessionell	3	Katholischer und reformierter Ortspfarrer im Nebenamt	Keine
TG13	TG	Kreuzlingen	Bezirksgefängnis Kreuzlingen		"a) Untersuchungsgefängnis für korrektionelle Strafverfahren;
b) Vollzug kurzfristiger Haftstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		18	1			3	Männer und Frauen	1	1	"a) nach Verfügung des Untersuchungsrichters;
b) kurzfristig"	8	11					Polizeiorgane	Bezirksämter	Bezirksämter als Haftvollzugsbehörden											Interkonfessionell	3	Katholischer und reformierter Ortspfarrer im Nebenamt	Keine
TG14	TG	Münchwilen	Bezirksgefängnis Münchwilen		"a) Untersuchungsgefängnis für korrektionelle Strafverfahren;
b) Vollzug kurzfristiger Haftstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		6	1			3	Männer und Frauen	1	1	"a) nach Verfügung des Untersuchungsrichters;
b) kurzfristig"	8	11					Polizeiorgane	Bezirksämter	Bezirksämter als Haftvollzugsbehörden											Interkonfessionell	3	"Reformierter Ortspfarrer im Nebenamt;
katholischer Pfarrer aus Sirnach"	Keine
TG15	TG	Steckborn	Bezirksgefängnis Steckborn		"a) Untersuchungsgefängnis für korrektionelle Strafverfahren;
b) Vollzug kurzfristiger Haftstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		10	1			3	Männer und Frauen	1	1	"a) nach Verfügung des Untersuchungsrichters;
b) kurzfristig"	8	11					Polizeiorgane	Bezirksämter	Bezirksämter als Haftvollzugsbehörden											Interkonfessionell	3	Katholischer und reformierter Ortspfarrer im Nebenamt	Keine
TG16	TG	Weinfelden	Bezirksgefängnis Weinfelden		"a) Untersuchungsgefängnis für korrektionelle Strafverfahren;
b) Vollzug kurzfristiger Haftstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		10	1			3	Männer und Frauen	1	1	"a) nach Verfügung des Untersuchungsrichters;
b) kurzfristig"	8	11					Polizeiorgane	Bezirksämter	Bezirksämter als Haftvollzugsbehörden											Interkonfessionell	3	Katholischer und reformierter Ortspfarrer im Nebenamt	Keine
TI03	TI	Lugano	Penitenziario di Stato del Cantone Ticino	Penitenziario Cantonale	"Haftstrafen;
Gefängnis;
Zuchthaus;
gerichtliche Verwahrung"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		100	4			3	Männer und Frauen	1	1	Nach Einweisungsverfügung	1	6					Gerichte	Administrativbehörden												Interkonfessionell	3	"Kapuzinerkloster Lugano;
katholischer Ortspfarrer;
reformierter Ortspfarrer, alle im Nebenamt"	"Im Hause, Besuch freiwillig;
Katholiken: jeden Sonntag;
Reformierte: mindestens 1 mal monatlich"
TI04	TI	Bellinzona	Carcere Pretoriale di Bellinzona		"a) Untersuchungsgefängnis;
b) Vollzug kurzer Haft- und Gefängnisstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		18	1			3	Männer und Frauen	1	1	Nach Verfügung	1	2	7	8			Untersuchungsrichter	Polizei	Bezirksgericht	Strafvollzugsbehörde										Interkonfessionell	3	Katholischer und reformierter Pfarrer aus Bellinzona im Nebenamt	Keine Gottesdienstmöglichkeit
TI05	TI	Locarno	Carcere Pretoriale di Locarno		Untersuchungsgefängnis	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		12	1			3	Männer und Frauen	1	1	Nach Verfügung	2						Untersuchungsrichter													Interkonfessionell	3	"Kapuzinerkloster Madonna del Sasso;
reformierter Pfarrer aus Locarno-Muralto, beide im Nebenamt"	Keine Gottesdienstmöglichkeit
TI06	TI	Lugano	Carcere Pretoriale di Lugano		"Untersuchungsgefängnis;
Unterabteilung und im Gebäude des Penitenziario Cantonale Lugano"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		12	1			3	Männer und Frauen	1	1	Nach Verfügung	2						Untersuchungsrichteramt													Interkonfessionell	3	Katholischer und reformierter Ortspfarrer im Nebenamt	"Im Hause, Besuch freiwillig;
Katholiken: jeden Sonntag;
Reformierte: 1 mal monatlich"
TI07	TI	Mendrisio	Carcere Pretoriale di Mendrisio		"a) Untersuchungsgefängnis;
b) Vollzug kurzfristiger Haft- und Gefängnisstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		8	1			3	Männer und Frauen	1	1	Nach Verfügung	1	2	11				Untersuchungsrichter	Bezirksgericht	Bezirksamt als Strafvollzugsbehörde											Interkonfessionell	3	Katholischer und reformierter Ortspfarrer, beide im Nebenamt	Keine Gottesdienstmöglichkeit
UR01	UR	Altdorf	Kantonale Strafanstalt Uri		"Untersuchungsgefängnis;
Haftgefängnis;
Gefängnis;
Zuchthaus"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		32	2			3	Männer und Frauen	1	1	Nach Verfügung	1	2	7	8			Polizeiorgane	Untersuchungsrichter	Gerichte	Strafvollzugsbehörde										Interkonfessionell	3	Katholischer und reformierter Ortspfarrer im Nebenamt	"Im Hause, Besuch freiwillig;
Katholiken: jeden Sonntag;
Reformierte: 1 mal wöchentlich kleine Andacht"
VD01	VD	Lausanne	Maison de la Suisse romande pour femmes victimes de la boisson Bethesda		"Verwahrung und Versorgung von Gewohnheitstrinkerinnen;
Heilstätte für alkoholkranke Frauen"	4				#REF!	0	1	1	Private, geschlossene/halboffene Anstalt	2	Mit Staatssubvention	22	2		22	2		0	1	"Minimal 6 Monate;
Aufnahmealter minimal 20 Jahre, maximal 75 Jahre"	1	6	10				Vormundschaftsbehörden	Administrativbehörden	Gerichte											"Interkonfessionell;
Leitung reformiert"	3	Reformierter Pfarrer aus Lausanne im Nebenamt	"Reformierte: jeden Sonntag freiwilliger Kirchgang nach Lausanne, jeden Mittwoch freiwilliger Gottesdienst im Hause;
Katholiken: jeden Sonntag freiwilliger Kirchgang nach Lausanne"
VD02	VD	Rolle	Colonie pénitentiaire pour femmes La Prairie		"Gefängnis;
Zuchthaus;
Verwahrung;
Arbeitserziehung für Jugendliche;
Bewährung vor Strafentlassung"	3	5			#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		30	2		30	2	vornehmlich reformierte Insassinnen	0	1	Mindestens 1 Monat	1	4	10				Gerichte	Vormundschaftsbehörden	Jugendanwaltschaften											"Interkonfessionell;
Leitung reformiert"	3	"Reformierte Pfarrhelferin aus Lausanne;
katholischer Ortspfarrer;
Heilsarmee, alle im Nebenamt"	"Im Hause, Besuch freiwillig;
Reformierte: alle 2 Wochen;
Katholiken: keine"
VD03	VD	Vennes	Maison d'Education de Vennes		"Erziehung Jugendlicher;"	3				#REF!	0	1	1	"Staatliche Anstalt;
für Knaben geschlossen, für Jugendliche halboffen"	1		50	3			1	nur männliche Jugendliche	1	0	"Nach gerichtlicher Verfügung;
nach administrativer Verfügung;
auf unbestimmte Zeit;
Aufnahmealter minimal 12 Jahre, maximal 20 Jahre"	4	7					Chambre pénale des mineurs, Lausanne	Département de Justice du Canton de Vaud												Interkonfessionell	3	"Hauslehrer im Hauptamt für Religionsunterricht;
reformierter und katholischer Pfarrer aus Lausanne im Nebenamt"	2 mal monatlich in der Stadt
VD04	VD	Orbe	Etablissements de la Plaine de l'Orbe	Etablissements pénitentiaires de la Plaine de l'Orbe	"Umfassend:
1. Strafanstalt Bochuz (Zuchthaus);
2. Kolonie Orbe: Gefängnis (gerichtliche Verwahrung, administrative Versorgung);
3. Asyl les Prés-Neufs (Gewohnheitstrinker);
Gefängnis;
Zuchthaus;
gerichtliche Verwahrung;
Arbeitserziehung;
Administrative Versorgung;
Nacherziehung Jugendlicher;
Internierung von Unzurechnungsfähigen;
Administrative Versorgung von Gewohnheitstrinkern"	4	5			#REF!	1	0	1	"Staatliche Anstalten;
für Zuchthaus geschlossen, für alle anderen Kategorien offen"	1		420	6	420		1	"Strafanstalt Bochuz: 190 (nur Männer);
Kolonie Orbe + Asyle les Prés-Neufs: 230 (nur Männer)"	1	0	Mindestens 1 Monat, nach Verfügung	1	4	10				Gerichte	Vormundschaftsbehörden	Jugendanwaltschaften											Interkonfessionell	3	"Reformierter Anstaltspfarrer im Hauptamt;
katholischer Ortspfarrer im Nebenamt"	"Im Hause, Besuch freiwillig;
Reformierte: jeden Sonntag;
Katholiken: jeden Sonntag;
ausserdem für beide Konfessionen regelmässig Wochenzusammenkünfte"
VD07	VD	Serix près Oron	Institut Romand d'Education	Institut agricole et professionelle de la Suisse romande	"Erziehungsanstalt für Knaben;
Nacherziehung männlicher Jugendlicher"	3				#REF!	1	0	0	Private, offene Anstalt	2	Mit Staatssubvention	56	3	50		1	Knaben und Jugendliche	1	0	"Minimal 6 Monate, in der Regel 1 bis 2 Jahre;
Ende der Aufenthaltsmöglichkeit immer beim Erreichen des 20. Altersjahrs;
Aufnahmealter minimal 8 Jahre, maximal 20 Jahre"	10						ca. 2/3 der Insassen durch Vormundschaftsbehörden													Interkonfessionell	3	"Reformierter Pfarrer aus Palézieux;
katholischer Pfarrer aus Attalens, beide im Nebenamt"	Jeden Sonntag freiwilliger Besuch der Gottesdienste in den Nachbarorten
VD12	VD	Aigle	Prison de District Aigle		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 6 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		20	2			3	Männer und Frauen	1	1	"a) nach Verfügung;
b) maximal 6 Monate"	2	7					Untersuchungsrichter	Strafvollzugsbehörden												Interkonfessionell	3	"Reformierter Pfarrer aus Aigle im Nebenamt;
katholischer Ortspfarrer auf Wunsch"	Keine Gottesdienstmöglichkeit
VD13	VD	Aubonne	Prison de districts de Rolle et Aubonne		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 2 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		14	1			3	Männer und Frauen	1	1	"a) nach Weisung der Untersuchungsorgane;
b) maximal 2 Monate"	1	2	7	11			Untersuchungsrichter	Bezirksgerichtspräsident	Bezirksamt	Strafvollzugsbehörde										Interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	Keine Gottesdienstmöglichkeit
VD14	VD	Avenches	Prison de District Avenches		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 2 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		12	1			3	Männer und Frauen	1	1	"a) nach Verfügung;
b) maximal 2 Monate"	1	2	7	11			Untersuchungsrichter	Bezirksamt	Bezirksgericht	Strafvollzugsbehörde										Interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	Keine Gottesdienstmöglichkeit
VD15	VD	Château d'Oex	Prison de District Château d'Oex		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		7	1			3	Männer und Frauen	1	1	"a) nach Weisung;
b) kurzfristig"	2	7					Untersuchungsrichter	Strafvollzugsbehörde												Interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	Keine Gottesdienstmöglichkeit
VD16	VD	Cossonay	Prison de District Cossonay		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 3 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		15	1			3	Männer und Frauen	1	1	"a) nach Verfügung;
b) maximal 3 Monate"	1	2	11				Untersuchungsrichter	Bezirksammann	Bezirksgericht											Interkonfessionell	3	"Reformierter Ortspfarrer im Nebenamt;
katholischer Ortspfarrer auf Wunsch"	Keine Gottesdienstmöglichkeit
VD17	VD	Echallens	Prison de District Echallens		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 3 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		3	1			3	Männer und Frauen	1	1	"a) ohne Limite, nach Verfügung;
b) maximal 3 Monate"	1	2	7	11			Untersuchungsrichter	Bezirksamt	Bezirksgericht	Strafvollzugsbehörde										Interkonfessionell	3	"Reformierter Pfarrer von Goumoens-la-Ville;
katholischer Ortspfarrer, beide im Nebenamt"	Keine Gottesdienstmöglichkeit
VD18	VD	Lausanne	Prison de District Lausanne Bois-Mermet		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		100	4			3	Männer und Frauen	1	1	"a) ohne Limite
b) maximal 1 Monat, bei Ausnahme länger"	1	2	3	7	8		Untersuchungsrichter	Staatsanwalt	Polizeigericht	Strafgericht	Strafvollzugsbehörde									Interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	Keine Gottesdienstmöglichkeit
VD19	VD	Lausanne	Prison de District Lausanne Salles d'Arrêts		"a) Vollzug von Haft- und Polizeistrafen Jugendlicher;
b) Militärarreste;
c) Internierung von Gewohnheitstrinkern"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1			7			3	"a) einige Zellen für Jugendliche;
b) Kollektivsaal und Zellen;
c) Einer- und Zweierzellen für Alkoholiker"	1	1	Nach Verfügung, für c) nur während des Administrativverfahrens	4	6	8	9			Jugendanwaltschaft	Kreiskommando	Administrativbehörden	Fürsorgestellen										Interkonfessionell	3	"Reformierter Ortspfarrer im Nebenamt;
katholischer Pfarrer auf Wunsch"	Keine Gottesdienstmöglichkeit
VD20	VD	Le Sentier	Prison de District La Vallée		"a) Untersuchungsgefängnis;
b) Vollzug kurzer Haft- und Gefängnisstrafen"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1			7			3	"einige Zellen;
Männer und Frauen"	1	1	"a) ohne Limite, nach Verfügung;
b) kurzfristig"	1	2	7	11			Bezirksamt	Untersuchungsrichter	Bezirksgericht	Strafvollzugsbehörde										Interkonfessionell	3	"Reformierter Ortspfarrer;
katholischer Pfarrer aus Le Brassus, beide im Nebenamt"	Keine Gottesdienstmöglichkeit
VD21	VD	Morges	Prison de District Morges		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 3 Monaten"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		22	2			3	Männer und Frauen	1	1	"a) ohne Limite, nach Verfügung;
b) maximal 3 Monate"	1	2	7	8			Untersuchungsrichter	Polizeiorgane	Bezirksgericht	Strafvollzugsbehörde										Interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	"Im Hause, Besuch freiwillig;
Reformierte: nach Möglichkeit;
Katholiken: keine"
VD22	VD	Moudon	Prison de District Moudon		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		18	1			3	Männer und Frauen	1	1	"a) ohne Limite
b) maximal 1 Monat"	1	7	8	11			Polizei	Bezirksamt	Bezirksgericht	Polizeirichter	Strafvollzugsbehörde									Interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	Keine Gottesdienstmöglichkeit
VD23	VD	Nyon	Prison de District Nyon		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		23	2			3	Männer und Frauen	1	1	"a) ohne Limite, nach Verfügung
b) maximal 1 Monat"	1	2	7				Untersuchungsrichter	Bezirksgericht	Strafvollzugsbehörde											Interkonfessionell	3	Reformierter und katholischer Ortspfarrer im Nebenamt	Keine Gottesdienstmöglichkeit
VD24	VD	Orbe	Prison du District d'Orbe		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		12	1			3	Männer und Frauen	1	1	"a) ohne Limite, nach Verfügung
b) maximal 1 Monat"	1	7	8	11			Polizei	Bezirksamt	Bezirksgericht	Strafvollzugsbehörde										Interkonfessionell	3	"Reformierter Pfarrer aus Agiez;
katholischer Ortspfarrer, beide im Nebenamt"	Keine Gottesdienstmöglichkeit
VD25	VD	Ste. Croix	Prison de District Ste. Croix		"a) Untersuchungsgefängnis;
b) Vollzug von Haft- und Gefängnisstrafen bis zu 1 Monat"	5				#REF!	0	0	1	Staatliche, geschlossene Anstalt	1		3	1			3	Männer und Frauen	1	1	"a) nur während der ersten Einvernahme, noch am gleichen Tag Ueberführung nach Yverdon;
b) maximal 1 Monat"	1	7	8				Polizei	Bezirksgericht	Strafvollzugsbehörde											Interkonfessionell	3	Reformierter Ortspfarrer im Nebenamt	Keine
